gene_id,gene_name,description
ENSMUSG00000079045,Prox1os,"prospero homeobox 1, opposite strand [Source:MGI Symbol;Acc:MGI:4937200]"
ENSMUSG00000079049,Serpinb1c,"serine (or cysteine) peptidase inhibitor, clade B, member 1c [Source:MGI Symbol;Acc:MGI:2445363]"
ENSMUSG00000079051,Vinac1,vinculin/alpha-catenin family member 1 [Source:MGI Symbol;Acc:MGI:3649276]
ENSMUSG00000079055,Slc8a3,"solute carrier family 8 (sodium/calcium exchanger), member 3 [Source:MGI Symbol;Acc:MGI:107976]"
ENSMUSG00000079056,Kcnip3,"Kv channel interacting protein 3, calsenilin [Source:MGI Symbol;Acc:MGI:1929258]"
ENSMUSG00000079057,Cyp4v3,"cytochrome P450, family 4, subfamily v, polypeptide 3 [Source:MGI Symbol;Acc:MGI:2142763]"
ENSMUSG00000079061,Gm11042,predicted gene 11042 [Source:MGI Symbol;Acc:MGI:3779266]
ENSMUSG00000079071,Slc28a2b,solute carrier family 28 member 2b [Source:MGI Symbol;Acc:MGI:3702173]
ENSMUSG00000079076,Gm3086,predicted gene 3086 [Source:MGI Symbol;Acc:MGI:3781262]
ENSMUSG00000079083,Jrkl,Jrk-like [Source:MGI Symbol;Acc:MGI:1924782]
ENSMUSG00000079084,Ccdc82,coiled-coil domain containing 82 [Source:MGI Symbol;Acc:MGI:1913646]
ENSMUSG00000079092,Prl2c2,"prolactin family 2, subfamily c, member 2 [Source:MGI Symbol;Acc:MGI:97618]"
ENSMUSG00000079103,Tgm7,transglutaminase 7 [Source:MGI Symbol;Acc:MGI:2151164]
ENSMUSG00000079104,Prps1l3,phosphoribosyl pyrophosphate synthetase 1-like 3 [Source:MGI Symbol;Acc:MGI:3779453]
ENSMUSG00000079105,C7,complement component 7 [Source:MGI Symbol;Acc:MGI:88235]
ENSMUSG00000079108,Srp54c,signal recognition particle 54C [Source:MGI Symbol;Acc:MGI:3714359]
ENSMUSG00000079109,Pms2,"PMS1 homolog2, mismatch repair system component [Source:MGI Symbol;Acc:MGI:104288]"
ENSMUSG00000079110,Capn3,calpain 3 [Source:MGI Symbol;Acc:MGI:107437]
ENSMUSG00000079111,Kdelr2,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 [Source:MGI Symbol;Acc:MGI:1914163]
ENSMUSG00000079112,Fam90a1a,"family with sequence similarity 90, member A1A [Source:MGI Symbol;Acc:MGI:2142877]"
ENSMUSG00000079138,Gm8818,predicted pseudogene 8818 [Source:MGI Symbol;Acc:MGI:3645903]
ENSMUSG00000079139,Gm4204,predicted gene 4204 [Source:MGI Symbol;Acc:MGI:3782381]
ENSMUSG00000079144,A130010J15Rik,RIKEN cDNA A130010J15 gene [Source:MGI Symbol;Acc:MGI:2441776]
ENSMUSG00000079157,Fam155a,"family with sequence similarity 155, member A [Source:MGI Symbol;Acc:MGI:2142765]"
ENSMUSG00000079163,Gm15498,predicted gene 15498 [Source:MGI Symbol;Acc:MGI:3782945]
ENSMUSG00000079164,Tlr5,toll-like receptor 5 [Source:MGI Symbol;Acc:MGI:1858171]
ENSMUSG00000079168,Cd209g,CD209g antigen [Source:MGI Symbol;Acc:MGI:1917442]
ENSMUSG00000079173,Zan,zonadhesin [Source:MGI Symbol;Acc:MGI:106656]
ENSMUSG00000079177,Fam228a,"family with sequence similarity 228, member A [Source:MGI Symbol;Acc:MGI:1922105]"
ENSMUSG00000079179,Rab10os,"RAB10, member RAS oncogene family, opposite strand [Source:MGI Symbol;Acc:MGI:1921423]"
ENSMUSG00000079184,Mphosph8,M-phase phosphoprotein 8 [Source:MGI Symbol;Acc:MGI:1922589]
ENSMUSG00000079186,Gzmc,granzyme C [Source:MGI Symbol;Acc:MGI:109256]
ENSMUSG00000079197,Psme2,"proteasome (prosome, macropain) activator subunit 2 (PA28 beta) [Source:MGI Symbol;Acc:MGI:1096365]"
ENSMUSG00000079215,Zfp664,zinc finger protein 664 [Source:MGI Symbol;Acc:MGI:2442505]
ENSMUSG00000079225,Gm9531,predicted gene 9531 [Source:MGI Symbol;Acc:MGI:3779940]
ENSMUSG00000079227,Ccr5,chemokine (C-C motif) receptor 5 [Source:MGI Symbol;Acc:MGI:107182]
ENSMUSG00000079235,Ccdc13,coiled-coil domain containing 13 [Source:MGI Symbol;Acc:MGI:1920144]
ENSMUSG00000079242,C730034F03Rik,RIKEN cDNA C730034F03 gene [Source:MGI Symbol;Acc:MGI:2441921]
ENSMUSG00000079243,Xirp1,xin actin-binding repeat containing 1 [Source:MGI Symbol;Acc:MGI:1333878]
ENSMUSG00000079259,Trim71,tripartite motif-containing 71 [Source:MGI Symbol;Acc:MGI:2685973]
ENSMUSG00000079260,Tmppe,transmembrane protein with metallophosphoesterase domain [Source:MGI Symbol;Acc:MGI:5317335]
ENSMUSG00000079261,Gm15217,predicted gene 15217 [Source:MGI Symbol;Acc:MGI:3705233]
ENSMUSG00000079262,Slco1a6,"solute carrier organic anion transporter family, member 1a6 [Source:MGI Symbol;Acc:MGI:1351906]"
ENSMUSG00000079263,Gm6614,predicted gene 6614 [Source:MGI Symbol;Acc:MGI:3647159]
ENSMUSG00000079267,Gm5930,predicted gene 5930 [Source:MGI Symbol;Acc:MGI:3643645]
ENSMUSG00000079277,Hoxd3,homeobox D3 [Source:MGI Symbol;Acc:MGI:96207]
ENSMUSG00000079278,Tmem233,transmembrane protein 233 [Source:MGI Symbol;Acc:MGI:3651514]
ENSMUSG00000079283,2310009B15Rik,RIKEN cDNA 2310009B15 gene [Source:MGI Symbol;Acc:MGI:1916799]
ENSMUSG00000079293,Clec7a,"C-type lectin domain family 7, member a [Source:MGI Symbol;Acc:MGI:1861431]"
ENSMUSG00000079297,Gm2223,predicted pseudogene 2223 [Source:MGI Symbol;Acc:MGI:3780393]
ENSMUSG00000079298,Klrb1b,killer cell lectin-like receptor subfamily B member 1B [Source:MGI Symbol;Acc:MGI:107539]
ENSMUSG00000079304,Tex52,testis expressed 52 [Source:MGI Symbol;Acc:MGI:1918399]
ENSMUSG00000079311,Gm3222,predicted pseudogene 3222 [Source:MGI Symbol;Acc:MGI:3781401]
ENSMUSG00000079316,Rab9,"RAB9, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1890695]"
ENSMUSG00000079317,Trappc2,trafficking protein particle complex 2 [Source:MGI Symbol;Acc:MGI:1913476]
ENSMUSG00000079323,Gm20661,predicted gene 20661 [Source:MGI Symbol;Acc:MGI:5313108]
ENSMUSG00000079324,4932414N04Rik,RIKEN cDNA 4932414N04 gene [Source:MGI Symbol;Acc:MGI:1922971]
ENSMUSG00000079330,Lemd1,LEM domain containing 1 [Source:MGI Symbol;Acc:MGI:1922403]
ENSMUSG00000079334,Naa80,"N(alpha)-acetyltransferase 80, NatH catalytic subunit [Source:MGI Symbol;Acc:MGI:1888902]"
ENSMUSG00000079339,Ifit1bl1,interferon induced protein with tetratricpeptide repeats 1B like 1 [Source:MGI Symbol;Acc:MGI:3650685]
ENSMUSG00000079343,C1s2,"complement component 1, s subcomponent 2 [Source:MGI Symbol;Acc:MGI:3644269]"
ENSMUSG00000079355,Ackr4,atypical chemokine receptor 4 [Source:MGI Symbol;Acc:MGI:2181676]
ENSMUSG00000079357,Gm11100,predicted gene 11100 [Source:MGI Symbol;Acc:MGI:3779338]
ENSMUSG00000079363,Gbp4,guanylate binding protein 4 [Source:MGI Symbol;Acc:MGI:97072]
ENSMUSG00000079364,Gm3558,predicted gene 3558 [Source:MGI Symbol;Acc:MGI:3781735]
ENSMUSG00000079386,Gm3173,predicted gene 3173 [Source:MGI Symbol;Acc:MGI:3781352]
ENSMUSG00000079388,2610042L04Rik,RIKEN cDNA 2610042L04 gene [Source:MGI Symbol;Acc:MGI:1914305]
ENSMUSG00000079391,Gm2974,predicted gene 2974 [Source:MGI Symbol;Acc:MGI:3781152]
ENSMUSG00000079396,Gm3411,predicted gene 3411 [Source:MGI Symbol;Acc:MGI:3781589]
ENSMUSG00000079410,Gm2897,predicted gene 2897 [Source:MGI Symbol;Acc:MGI:3781075]
ENSMUSG00000079414,Gm11110,predicted gene 11110 [Source:MGI Symbol;Acc:MGI:3779362]
ENSMUSG00000079415,Cntf,ciliary neurotrophic factor [Source:MGI Symbol;Acc:MGI:88439]
ENSMUSG00000079418,Atg4a,"autophagy related 4A, cysteine peptidase [Source:MGI Symbol;Acc:MGI:2147903]"
ENSMUSG00000079419,Ms4a6c,"membrane-spanning 4-domains, subfamily A, member 6C [Source:MGI Symbol;Acc:MGI:2385644]"
ENSMUSG00000079426,Arpc4,"actin related protein 2/3 complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1915339]"
ENSMUSG00000079427,Mthfsl,"5, 10-methenyltetrahydrofolate synthetase-like [Source:MGI Symbol;Acc:MGI:3780550]"
ENSMUSG00000079428,Tceal7,transcription elongation factor A (SII)-like 7 [Source:MGI Symbol;Acc:MGI:1915746]
ENSMUSG00000079429,Mroh2a,maestro heat-like repeat family member 2A [Source:MGI Symbol;Acc:MGI:3705228]
ENSMUSG00000079434,Neu2,neuraminidase 2 [Source:MGI Symbol;Acc:MGI:1344417]
ENSMUSG00000079435,Rpl36a,ribosomal protein L36A [Source:MGI Symbol;Acc:MGI:1201789]
ENSMUSG00000079436,Kcnj13,"potassium inwardly-rectifying channel, subfamily J, member 13 [Source:MGI Symbol;Acc:MGI:3781032]"
ENSMUSG00000079442,St6galnac4,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:MGI Symbol;Acc:MGI:1341894]"
ENSMUSG00000079445,B3gnt7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:MGI Symbol;Acc:MGI:2384394]"
ENSMUSG00000079450,Cldn34c1,claudin 34C1 [Source:MGI Symbol;Acc:MGI:1920311]
ENSMUSG00000079451,Tmprss11g,"transmembrane protease, serine 11g [Source:MGI Symbol;Acc:MGI:2444058]"
ENSMUSG00000079457,Gm7609,predicted pseudogene 7609 [Source:MGI Symbol;Acc:MGI:3644536]
ENSMUSG00000079460,4933403O08Rik,RIKEN cDNA 4933403O08 gene [Source:MGI Symbol;Acc:MGI:1918280]
ENSMUSG00000079462,Gm15737,predicted gene 15737 [Source:MGI Symbol;Acc:MGI:3783179]
ENSMUSG00000079465,Col4a3,"collagen, type IV, alpha 3 [Source:MGI Symbol;Acc:MGI:104688]"
ENSMUSG00000079466,Prdm12,PR domain containing 12 [Source:MGI Symbol;Acc:MGI:2685844]
ENSMUSG00000079467,Gm14966,predicted gene 14966 [Source:MGI Symbol;Acc:MGI:3705223]
ENSMUSG00000079469,Pigb,"phosphatidylinositol glycan anchor biosynthesis, class B [Source:MGI Symbol;Acc:MGI:1891825]"
ENSMUSG00000079470,Utp14b,UTP14B small subunit processome component [Source:MGI Symbol;Acc:MGI:2445092]
ENSMUSG00000079471,Mymx,"myomixer, myoblast fusion factor [Source:MGI Symbol;Acc:MGI:3649059]"
ENSMUSG00000079477,Rab7,"RAB7, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105068]"
ENSMUSG00000079478,Znrd2,zinc ribbon domain containing 2 [Source:MGI Symbol;Acc:MGI:1913482]
ENSMUSG00000079480,Pin4,"protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin) [Source:MGI Symbol;Acc:MGI:1916963]"
ENSMUSG00000079481,Nhsl2,NHS-like 2 [Source:MGI Symbol;Acc:MGI:3645090]
ENSMUSG00000079484,Phyhd1,phytanoyl-CoA dioxygenase domain containing 1 [Source:MGI Symbol;Acc:MGI:3612860]
ENSMUSG00000079487,Med12,mediator complex subunit 12 [Source:MGI Symbol;Acc:MGI:1926212]
ENSMUSG00000079491,H2-T10,"histocompatibility 2, T region locus 10 [Source:MGI Symbol;Acc:MGI:95942]"
ENSMUSG00000079492,Gm11127,predicted gene 11127 [Source:MGI Symbol;Acc:MGI:3779381]
ENSMUSG00000079494,Nat8f5,N-acetyltransferase 8 (GCN5-related) family member 5 [Source:MGI Symbol;Acc:MGI:1916299]
ENSMUSG00000079495,Nat8f6,N-acetyltransferase 8 (GCN5-related) family member 6 [Source:MGI Symbol;Acc:MGI:3779382]
ENSMUSG00000079497,Gm13420,predicted gene 13420 [Source:MGI Symbol;Acc:MGI:3649917]
ENSMUSG00000079499,6530402F18Rik,RIKEN cDNA 6530402F18 gene [Source:MGI Symbol;Acc:MGI:1923470]
ENSMUSG00000079501,Gm5138,predicted gene 5138 [Source:MGI Symbol;Acc:MGI:3779464]
ENSMUSG00000079502,Cfap77,cilia and flagella associated protein 77 [Source:MGI Symbol;Acc:MGI:2685669]
ENSMUSG00000079505,Gm11131,predicted gene 11131 [Source:MGI Symbol;Acc:MGI:3779386]
ENSMUSG00000079507,H2-Q1,"histocompatibility 2, Q region locus 1 [Source:MGI Symbol;Acc:MGI:95928]"
ENSMUSG00000079508,Apoo,apolipoprotein O [Source:MGI Symbol;Acc:MGI:1915566]
ENSMUSG00000079509,Zfx,zinc finger protein X-linked [Source:MGI Symbol;Acc:MGI:99211]
ENSMUSG00000079511,Gm42688,predicted gene 42688 [Source:MGI Symbol;Acc:MGI:5662825]
ENSMUSG00000079523,Tmsb10,"thymosin, beta 10 [Source:MGI Symbol;Acc:MGI:109146]"
ENSMUSG00000079524,Gm15402,predicted gene 15402 [Source:MGI Symbol;Acc:MGI:3707435]
ENSMUSG00000079534,Pwwp4c,PWWP domain containing 4C [Source:MGI Symbol;Acc:MGI:3645126]
ENSMUSG00000079543,Igkv13-85,immunoglobulin kappa chain variable 13-85 [Source:MGI Symbol;Acc:MGI:4439827]
ENSMUSG00000079547,H2-DMb1,"histocompatibility 2, class II, locus Mb1 [Source:MGI Symbol;Acc:MGI:95922]"
ENSMUSG00000079550,Mpp4,"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4) [Source:MGI Symbol;Acc:MGI:2386681]"
ENSMUSG00000079553,Kifc1,kinesin family member C1 [Source:MGI Symbol;Acc:MGI:109596]
ENSMUSG00000079554,Aox2,aldehyde oxidase 2 [Source:MGI Symbol;Acc:MGI:3529596]
ENSMUSG00000079555,Haus3,"HAUS augmin-like complex, subunit 3 [Source:MGI Symbol;Acc:MGI:2387633]"
ENSMUSG00000079557,Marchf2,membrane associated ring-CH-type finger 2 [Source:MGI Symbol;Acc:MGI:1925915]
ENSMUSG00000079559,Colca2,COLCA2 homolog [Source:MGI Symbol;Acc:MGI:2685530]
ENSMUSG00000079560,Hoxa3,homeobox A3 [Source:MGI Symbol;Acc:MGI:96175]
ENSMUSG00000079562,Maea,macrophage erythroblast attacher [Source:MGI Symbol;Acc:MGI:1891748]
ENSMUSG00000079563,Pglyrp2,peptidoglycan recognition protein 2 [Source:MGI Symbol;Acc:MGI:1928099]
ENSMUSG00000079564,Gm11149,predicted gene 11149 [Source:MGI Symbol;Acc:MGI:3642683]
ENSMUSG00000079575,Rbpj-ps3,"recombination signal binding protein for immunoglobulin kappa J region, pseudogene 3 [Source:MGI Symbol;Acc:MGI:96525]"
ENSMUSG00000079579,Gm6760,predicted gene 6760 [Source:MGI Symbol;Acc:MGI:3643199]
ENSMUSG00000079580,Tmem217,transmembrane protein 217 [Source:MGI Symbol;Acc:MGI:3646280]
ENSMUSG00000079588,Tmem182,transmembrane protein 182 [Source:MGI Symbol;Acc:MGI:1923725]
ENSMUSG00000079597,Cstdc4,cystatin domain containing 4 [Source:MGI Symbol;Acc:MGI:3645124]
ENSMUSG00000079598,Clec2l,"C-type lectin domain family 2, member L [Source:MGI Symbol;Acc:MGI:2141402]"
ENSMUSG00000079602,9230102O04Rik,RIKEN cDNA 9230102O04 gene [Source:MGI Symbol;Acc:MGI:1924932]
ENSMUSG00000079605,Zbtb9,zinc finger and BTB domain containing 9 [Source:MGI Symbol;Acc:MGI:1918022]
ENSMUSG00000079608,Stard6,StAR-related lipid transfer (START) domain containing 6 [Source:MGI Symbol;Acc:MGI:2156774]
ENSMUSG00000079610,Ankrd39,ankyrin repeat domain 39 [Source:MGI Symbol;Acc:MGI:1914816]
ENSMUSG00000079614,Seh1l,SEH1-like (S. cerevisiae [Source:MGI Symbol;Acc:MGI:1919374]
ENSMUSG00000079625,Tm4sf19,transmembrane 4 L six family member 19 [Source:MGI Symbol;Acc:MGI:3645933]
ENSMUSG00000079641,Rpl39,ribosomal protein L39 [Source:MGI Symbol;Acc:MGI:1914498]
ENSMUSG00000079644,Gm1110,predicted gene 1110 [Source:MGI Symbol;Acc:MGI:2685956]
ENSMUSG00000079645,Gm17193,predicted gene 17193 [Source:MGI Symbol;Acc:MGI:4938020]
ENSMUSG00000079652,Fam71f2,"family with sequence similarity 71, member F2 [Source:MGI Symbol;Acc:MGI:2141439]"
ENSMUSG00000079654,Prrt4,proline-rich transmembrane protein 4 [Source:MGI Symbol;Acc:MGI:2141677]
ENSMUSG00000079657,Rab26,"RAB26, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2443284]"
ENSMUSG00000079658,Eloc,elongin C [Source:MGI Symbol;Acc:MGI:1915173]
ENSMUSG00000079659,Tmem243,"transmembrane protein 243, mitochondrial [Source:MGI Symbol;Acc:MGI:3606159]"
ENSMUSG00000079666,Pttg1ip2,PTTG1IP family member 2 [Source:MGI Symbol;Acc:MGI:2686532]
ENSMUSG00000079669,Gm17396,"predicted gene, 17396 [Source:MGI Symbol;Acc:MGI:4937030]"
ENSMUSG00000079671,2610203C22Rik,RIKEN cDNA 2610203C22 gene [Source:MGI Symbol;Acc:MGI:1919731]
ENSMUSG00000079677,Fdx2,ferredoxin 2 [Source:MGI Symbol;Acc:MGI:1915415]
ENSMUSG00000079679,Vwde,von Willebrand factor D and EGF domains [Source:MGI Symbol;Acc:MGI:2685313]
ENSMUSG00000079685,Ulbp1,UL16 binding protein 1 [Source:MGI Symbol;Acc:MGI:1925027]
ENSMUSG00000079722,Ttll2,"tubulin tyrosine ligase-like family, member 2 [Source:MGI Symbol;Acc:MGI:3644030]"
ENSMUSG00000079737,3110001I22Rik,RIKEN cDNA 3110001I22 gene [Source:MGI Symbol;Acc:MGI:1913848]
ENSMUSG00000079845,Xlr4a,X-linked lymphocyte-regulated 4A [Source:MGI Symbol;Acc:MGI:3574098]
ENSMUSG00000079852,Klra4,"killer cell lectin-like receptor, subfamily A, member 4 [Source:MGI Symbol;Acc:MGI:101904]"
ENSMUSG00000079853,Klra1,"killer cell lectin-like receptor, subfamily A, member 1 [Source:MGI Symbol;Acc:MGI:101907]"
ENSMUSG00000079871,Gm4984,predicted pseudogene 4984 [Source:MGI Symbol;Acc:MGI:3644533]
ENSMUSG00000079884,Tmed2b,transmembrane p24 trafficking protein 2B [Source:MGI Symbol;Acc:MGI:5434895]
ENSMUSG00000079941,Cox5b-ps,"cytochrome c oxidase subunit 5B, pseudogene [Source:MGI Symbol;Acc:MGI:3649411]"
ENSMUSG00000079942,Rpl28-ps3,"ribosomal protein L28, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3650282]"
ENSMUSG00000079993,Gm11799,predicted gene 11799 [Source:MGI Symbol;Acc:MGI:3650446]
ENSMUSG00000079998,Gm12947,predicted gene 12947 [Source:MGI Symbol;Acc:MGI:3649527]
ENSMUSG00000080002,Gm5566,predicted pseudogene 5566 [Source:MGI Symbol;Acc:MGI:3648428]
ENSMUSG00000080021,Gm5915,predicted pseudogene 5915 [Source:MGI Symbol;Acc:MGI:3642938]
ENSMUSG00000080058,Gm11175,predicted gene 11175 [Source:MGI Symbol;Acc:MGI:3809055]
ENSMUSG00000080059,Rps19-ps3,"ribosomal protein S19, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3701125]"
ENSMUSG00000080115,Eef1akmt3,EEF1A lysine methyltransferase 3 [Source:MGI Symbol;Acc:MGI:3645330]
ENSMUSG00000080186,Gm14448,predicted gene 14448 [Source:MGI Symbol;Acc:MGI:3649326]
ENSMUSG00000080198,Rpl10a-ps4,"ribosomal protein L10A, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3652221]"
ENSMUSG00000080237,Gm14239,predicted gene 14239 [Source:MGI Symbol;Acc:MGI:3651698]
ENSMUSG00000080242,Atp6v0c-ps2,"ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2 [Source:MGI Symbol;Acc:MGI:2151816]"
ENSMUSG00000080268,Brms1,breast cancer metastasis-suppressor 1 [Source:MGI Symbol;Acc:MGI:2388804]
ENSMUSG00000080316,Spaca6,sperm acrosome associated 6 [Source:MGI Symbol;Acc:MGI:1922452]
ENSMUSG00000080364,Gm25777,"predicted gene, 25777 [Source:MGI Symbol;Acc:MGI:5455554]"
ENSMUSG00000080374,Gm22953,"predicted gene, 22953 [Source:MGI Symbol;Acc:MGI:5452730]"
ENSMUSG00000080406,Mir1188,microRNA 1188 [Source:MGI Symbol;Acc:MGI:3783362]
ENSMUSG00000080454,Gm24195,"predicted gene, 24195 [Source:MGI Symbol;Acc:MGI:5453972]"
ENSMUSG00000080469,Snord98,"small nucleolar RNA, C/D box 98 [Source:MGI Symbol;Acc:MGI:3819569]"
ENSMUSG00000080538,Gm25541,"predicted gene, 25541 [Source:MGI Symbol;Acc:MGI:5455318]"
ENSMUSG00000080582,Gm24907,"predicted gene, 24907 [Source:MGI Symbol;Acc:MGI:5454684]"
ENSMUSG00000080645,Mir1198,microRNA 1198 [Source:MGI Symbol;Acc:MGI:3783371]
ENSMUSG00000080712,H2bu1-ps,"H2B.U histone 1, pseudogene [Source:MGI Symbol;Acc:MGI:1922442]"
ENSMUSG00000080717,B230307C23Rik,RIKEN cDNA B230307C23 gene [Source:MGI Symbol;Acc:MGI:3643396]
ENSMUSG00000080727,C920021L13Rik,RIKEN cDNA C920021L13 gene [Source:MGI Symbol;Acc:MGI:1923991]
ENSMUSG00000080746,Rpsa-ps12,"ribosomal protein SA, pseudogene 12 [Source:MGI Symbol;Acc:MGI:3651234]"
ENSMUSG00000080768,Gm12219,predicted gene 12219 [Source:MGI Symbol;Acc:MGI:3649338]
ENSMUSG00000080773,Gm12955,predicted gene 12955 [Source:MGI Symbol;Acc:MGI:3652228]
ENSMUSG00000080774,Gm9143,predicted gene 9143 [Source:MGI Symbol;Acc:MGI:3643265]
ENSMUSG00000080775,Gm6368,predicted gene 6368 [Source:MGI Symbol;Acc:MGI:3644537]
ENSMUSG00000080776,Gm12174,predicted gene 12174 [Source:MGI Symbol;Acc:MGI:3651722]
ENSMUSG00000080797,Gm15760,predicted gene 15760 [Source:MGI Symbol;Acc:MGI:3642834]
ENSMUSG00000080816,Gm12447,predicted gene 12447 [Source:MGI Symbol;Acc:MGI:3650247]
ENSMUSG00000080823,Atp5l-ps2,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3651531]"
ENSMUSG00000080836,Gm6444,predicted gene 6444 [Source:MGI Symbol;Acc:MGI:3648226]
ENSMUSG00000080845,Gm9115,predicted gene 9115 [Source:MGI Symbol;Acc:MGI:3648181]
ENSMUSG00000080848,Gm9385,predicted pseudogene 9385 [Source:MGI Symbol;Acc:MGI:3646182]
ENSMUSG00000080850,Gm12439,predicted gene 12439 [Source:MGI Symbol;Acc:MGI:3651708]
ENSMUSG00000080851,Gm12094,predicted gene 12094 [Source:MGI Symbol;Acc:MGI:3650094]
ENSMUSG00000080870,Gm14111,predicted gene 14111 [Source:MGI Symbol;Acc:MGI:3652258]
ENSMUSG00000080875,Gm7332,predicted gene 7332 [Source:MGI Symbol;Acc:MGI:3643344]
ENSMUSG00000080877,Rpl22-ps1,"ribosomal protein L22, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3644276]"
ENSMUSG00000080885,Rpl10-ps6,"ribosomal protein L10, pseudogene 6 [Source:MGI Symbol;Acc:MGI:3782343]"
ENSMUSG00000080888,Gm14387,predicted gene 14387 [Source:MGI Symbol;Acc:MGI:3650318]
ENSMUSG00000080893,Ndufa12-ps,"NADH:ubiquinone oxidoreductase subunit A12, pseudogene [Source:MGI Symbol;Acc:MGI:3801934]"
ENSMUSG00000080902,Ywhaq-ps3,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3650241]"
ENSMUSG00000080904,Gm11966,predicted gene 11966 [Source:MGI Symbol;Acc:MGI:3649988]
ENSMUSG00000080917,Pira2-ps1,"paired-Ig-like receptor A2, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3801830]"
ENSMUSG00000080921,Rpl38-ps2,"ribosomal protein L38, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3646625]"
ENSMUSG00000080932,Gm10224,predicted pseudogene 10224 [Source:MGI Symbol;Acc:MGI:3642708]
ENSMUSG00000080935,Got2-ps1,"glutamatic-oxaloacetic transaminase 2, mitochondrial, pseudogene 1 [Source:MGI Symbol;Acc:MGI:104721]"
ENSMUSG00000080942,Zfp36l1-ps,"zinc finger protein 36, C3H type-like 1, pseudogene [Source:MGI Symbol;Acc:MGI:3707318]"
ENSMUSG00000080950,Gm7278,predicted gene 7278 [Source:MGI Symbol;Acc:MGI:3645261]
ENSMUSG00000080951,Gm12208,predicted gene 12208 [Source:MGI Symbol;Acc:MGI:3650469]
ENSMUSG00000080977,Gm13772,predicted gene 13772 [Source:MGI Symbol;Acc:MGI:3650155]
ENSMUSG00000080982,Gm13549,predicted gene 13549 [Source:MGI Symbol;Acc:MGI:3651027]
ENSMUSG00000080989,Gm14048,predicted gene 14048 [Source:MGI Symbol;Acc:MGI:3650660]
ENSMUSG00000081005,Gm13198,predicted gene 13198 [Source:MGI Symbol;Acc:MGI:3651172]
ENSMUSG00000081026,Gm11855,predicted gene 11855 [Source:MGI Symbol;Acc:MGI:3649313]
ENSMUSG00000081043,Gm11512,predicted gene 11512 [Source:MGI Symbol;Acc:MGI:3649366]
ENSMUSG00000081049,Rps24-ps3,"ribosomal protein S24, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3644407]"
ENSMUSG00000081051,Gm15427,predicted pseudogene 15427 [Source:MGI Symbol;Acc:MGI:3642341]
ENSMUSG00000081058,H3c15,H3 clustered histone 15 [Source:MGI Symbol;Acc:MGI:2448357]
ENSMUSG00000081059,Gm11945,predicted gene 11945 [Source:MGI Symbol;Acc:MGI:3650072]
ENSMUSG00000081087,Rps15a-ps7,"ribosomal protein S15A, pseudogene 7 [Source:MGI Symbol;Acc:MGI:3650538]"
ENSMUSG00000081094,Rpl19-ps11,"ribosomal protein L19, pseudogene 11 [Source:MGI Symbol;Acc:MGI:3642193]"
ENSMUSG00000081096,Gm12691,predicted gene 12691 [Source:MGI Symbol;Acc:MGI:3650220]
ENSMUSG00000081103,Rps12-ps26,"ribosomal protein S12, pseudogene 26 [Source:MGI Symbol;Acc:MGI:3713332]"
ENSMUSG00000081106,Gm7155,predicted gene 7155 [Source:MGI Symbol;Acc:MGI:3646473]
ENSMUSG00000081111,Gm5913,predicted gene 5913 [Source:MGI Symbol;Acc:MGI:3648292]
ENSMUSG00000081113,Gm7308,predicted pseudogene 7308 [Source:MGI Symbol;Acc:MGI:3644558]
